player_id,thumb_url,name,player_url,jersey,position_group,bat_throw,height,weight,dob,status,is_minors,is_il,is_active_roster,is_40_man,slug
596142,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/596142/headshot/silo/current,Gary Sánchez,/player/596142,99,Catchers,R/R,"6' 2""",251,12/02/1992,ACTIVE,False,False,True,True,gary-sanchez
641343,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/641343/headshot/silo/current,Jake Bauers,/player/641343,9,Infielders,L/L,"6' 0""",216,10/06/1995,ACTIVE,False,False,True,True,jake-bauers
666152,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/666152/headshot/silo/current,David Hamilton,/player/666152,6,Infielders,L/R,"5' 10""",192,09/29/1997,ACTIVE,False,False,True,True,david-hamilton
687401,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/687401/headshot/silo/current,Joey Ortiz,/player/687401,3,Infielders,R/R,"5' 10""",192,07/14/1998,ACTIVE,False,False,True,True,joey-ortiz
668930,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/668930/headshot/silo/current,Brice Turang,/player/668930,2,Infielders,L/R,"6' 0""",190,11/21/1999,ACTIVE,False,False,True,True,brice-turang
683734,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/683734/headshot/silo/current,Andrew Vaughn,/player/683734,28,Infielders,R/R,"5' 10""",215,04/03/1998,ACTIVE,False,False,True,True,andrew-vaughn
678225,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/678225/headshot/silo/current,Jihwan Bae,/player/678225,0,Outfielders,L/R,"5' 11""",185,07/26/1999,ACTIVE,False,False,True,True,jihwan-bae
694192,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/694192/headshot/silo/current,Jackson Chourio,/player/694192,11,Outfielders,R/R,"6' 1""",199,03/11/2004,ACTIVE,False,False,True,True,jackson-chourio
800325,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/800325/headshot/silo/current,Luis Lara,/player/800325,18,Outfielders,S/R,"5' 7""",169,11/17/2004,ACTIVE,False,False,True,True,luis-lara
663604,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/663604/headshot/silo/current,Brandon Lockridge,/player/663604,20,Outfielders,R/R,"6' 0""",197,03/14/1997,ACTIVE,False,False,True,True,brandon-lockridge
669003,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/669003/headshot/silo/current,Garrett Mitchell,/player/669003,5,Outfielders,L/R,"6' 2""",229,09/04/1998,ACTIVE,False,False,True,True,garrett-mitchell
592885,https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/r_max/q_auto:best/v1/people/592885/headshot/silo/current,Christian Yelich,/player/592885,22,Designated hitter,L/R,"6' 4""",220,12/05/1991,ACTIVE,False,False,True,True,christian-yelich
